LAT|LON|ROW|COL|SOURCE TYPE|BUSINESS NAME|BUSINESS ID|YEAR|WDW|FUEL TYPE|PURCHASE WEIGHT|MONTHLY PURCHASE|FUEL CONSUMPTION|CoBChP|CoBP|CoCh|FUEL ID|GROW RATE
4.63144168317|-74.0646619288|31.0|38.0|RESTAURANT|AREPAS RELLENAS|C60|2011.0|6.0|CHARBROILING|22.0|8.0|176.0|0.0|0.0|0.0|C|0.0562088381942
4.707968|-74.071707|40.0|37.0|RESTAURANT|PAPA SALADA|C600|2011.0|7.0|WOOD|1000.0|1.0|1000.0|0.0|0.0|0.0|W|0.0562088381942
4.61438611111|-74.114325|29.0|32.0|RESTAURANT|PARADOR LLANERO|C601|2011.0|7.0|WOOD|1000.0|7.0|7000.0|0.0|0.0|0.0|W|0.0562088381942
4.697018|-74.127242|38.0|31.0|MEAT CHARBROILING|PARAISO NORTEÑO|C602|2011.0|7.0|WOOD|1000.0|1.0|1000.0|0.0|0.0|0.0|W|0.0562088381942
4.74197446038|-74.0991049384|43.0|34.0|RESTAURANT|PARRILLA BAR BRASA 67|C603|2011.0|7.0|WOOD|1000.0|1.0|1000.0|0.0|0.0|0.0|W|0.0562088381942
4.69118351188|-74.0985224204|38.0|34.0|MEAT CHARBROILING|PARRILLA BOYACENSE LENGUPA|C604|2011.0|7.0|WOOD|||1218.75|0.0|0.0|0.0|W|0.0562088381942
4.591775|-74.1417333333|27.0|29.0|PEDDLING|PARRILLA LAS TRES CARNES|C605|2011.0|7.0|CHARBROILING|22.0|24.0|528.0|298.613191576|0.0|0.0|CBPC|0.0562088381942
4.75693888889|-74.0999694444|45.0|34.0|PEDDLING|PARRILLA LOS ALMENDROS|C606|2011.0|7.0|CHARBROILING|20.0|8.0|160.0|90.4888459323|0.0|0.0|CBPC|0.0562088381942
4.58522575944|-74.1000790823|26.0|34.0|MEAT CHARBROILING|PARRILLA Y SABOR|C607|2011.0|7.0|WOOD|1000.0|1.0|1000.0|0.0|0.0|0.0|W|0.0562088381942
4.68734810823|-74.1029211183|37.0|34.0|RESTAURANT|PARRILLISIMO BRASA|C608|2010.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.69702386119|-74.0300091465|38.0|42.0|RESTAURANT|PATAGONIA ASADOS DEL SUR Y TABLON S.A.S|C609|2012.0|6.0|CHARBROILING  WOOD|||2000.0|0.0|0.0|0.0|CW|0.0562088381942
4.665709|-74.077666|35.0|36.0|PEDDLING|AREPAS RELLENAS MODELO NORTE|C61|2013.0|7.0|CHARBROILING|25.0|70.0|1750.0|989.721752384|0.0|0.0|CBPC|0.0562088381942
4.63736630529|-74.1419992049|32.0|29.0|RESTAURANT|PCC|C610|2011.0|7.0|CHARBROILING|25.0|15.0|375.0|212.083232654|0.0|0.0|CBPC|0.0562088381942
4.63253113967|-74.0666231274|31.0|38.0|RESTAURANT|PECHUGONES|C611|2011.0|7.0|CHARBROILING|20.0|10.0|200.0|0.0|0.0|147.642187063|CC|0.0562088381942
4.609135|-74.203326|29.0|22.0|RESTAURANT|PEREZ JOSE JAVIER - ASADERO BROASTER Y BRASAS DE LA 65|C612|2009.0|7.0|CHARBROILING|||180.0|0.0|0.0|0.0|C|0.0562088381942
4.746478|-74.096762|44.0|34.0|MEAT CHARBROILING|PERNILONES|C613|2013.0|7.0|CHARBROILING|20.0|20.0|400.0|0.0|0.0|0.0|C|0.0562088381942
4.64571411039|-74.0735050109|33.0|37.0|RESTAURANT|PESCADERIA CEVICHERIA EL SABOR DEL PACIFICO|C614|2011.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.55471388889|-74.1176138889|23.0|32.0|RESTAURANT|PICOTICO|C615|2013.0|7.0|CHARBROILING|25.0|15.0|375.0|0.0|0.0|276.829100743|CC|0.0562088381942
4.55462734432|-74.1174784024|23.0|32.0|RESTAURANT|PICOTICO|C616|2009.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.63307782283|-74.1692552749|31.0|26.0|MEAT CHARBROILING|PIKO BROASTER|C617|2011.0|7.0|CHARBROILING|17.0|30.0|510.0|0.0|0.0|376.487577011|CC|0.0562088381942
4.65078008111|-74.136232605|33.0|30.0|MEAT CHARBROILING|PIO RIKOS|C618|2011.0|7.0|CHARBROILING|22.0|20.0|440.0|0.0|0.0|324.812811539|CC|0.0562088381942
4.70505833333|-74.0245805556|39.0|42.0|RESTAURANT|PIO RIKOS|C619|2012.0|7.0|CHARBROILING  WOOD|||375.0|0.0|0.0|0.0|CW|0.0562088381942
4.66562|-74.077688|35.0|36.0|RESTAURANT|AREPAS SAN JOSE|C62|2013.0|7.0|CHARBROILING|20.0|10.0|200.0|0.0|0.0|0.0|C|0.0562088381942
4.672554|-74.113369|36.0|32.0|MEAT CHARBROILING|PIQUETEADERO AVENIDA ROJAS|C620|2012.0|7.0|CHARBROILING  WOOD|||50.0|0.0|0.0|0.0|CW|0.0562088381942
4.469903|-74.126697|13.0|31.0|RESTAURANT|PIQUETEADERO CHELITA|C621|2010.0|2.0|CHARBROILING|||295.0|0.0|0.0|0.0|C|0.0562088381942
4.63843888889|-74.1418722222|32.0|29.0|RESTAURANT|PIQUETEADERO CHICHOS|C622|2012.0|2.0|CHARBROILING  WOOD|||96.0|0.0|0.0|0.0|CW|0.0562088381942
4.59065555556|-74.138725|27.0|30.0|RESTAURANT|PIQUETEADERO DOÑA GALLINA|C623|2011.0|3.0|WOOD|1000.0|2.0|2000.0|0.0|0.0|0.0|W|0.0562088381942
4.73706428883|-74.0233871733|43.0|42.0|RESTAURANT|piqueteadero el paisa|C624|2011.0|7.0|CHARBROILING|25.0|10.0|250.0|0.0|98.2249097094|0.0|CBP|0.0562088381942
4.67616944444|-74.1402916667|36.0|29.0|MEAT CHARBROILING|PIQUETEADERO EL PALACIO DE LA GALLINA DE LA 99|C625|2012.0|7.0|CHARBROILING  WOOD|||1596.31944444|0.0|0.0|0.0|CW|0.0562088381942
4.73337761895|-74.1028440883|43.0|34.0|MEAT CHARBROILING|PIQUETEADERO EL PUNTO OLIMPICO |C626|2009.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.67508333333|-74.097625|36.0|34.0|MEAT CHARBROILING|PIQUETEADERO EL RENEHITO|C627|2011.0|6.0|CHARBROILING|22.0|6.0|132.0|0.0|0.0|0.0|C|0.0562088381942
4.759023|-74.043764|45.0|40.0|MEAT CHARBROILING|piqueteadero los llaneritos|C628|2011.0|7.0|CHARBROILING|11.0|11.0|121.0|0.0|47.5408562994|0.0|CBP|0.0562088381942
4.58653888889|-74.1286444444|26.0|31.0|MEAT CHARBROILING|PIQUETEADERO VICTORINO|C629|2011.0|5.0|CHARBROILING|25.0|4.0|100.0|0.0|0.0|0.0|C|0.0562088381942
4.6517|-74.0545611111|33.0|39.0|MEAT CHARBROILING|AREPAS Y AREPITAS|C63|2011.0|6.0|CHARBROILING|20.0|8.0|160.0|0.0|0.0|0.0|C|0.0562088381942
4.600013|-74.098754|28.0|34.0|RESTAURANT|PIQUIPOLLO|C630|2008.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.71445254866|-74.0704747182|40.0|37.0|MEAT CHARBROILING|PIZZERIA DA QUEI MATTI FORNO A LEGNA|C631|2010.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.600405|-74.187926|28.0|24.0|RESTAURANT|PLAZA TRIANGULO|C632|2011.0|7.0|CHARBROILING|25.0|3.0|75.0|0.0|0.0|0.0|C|0.0562088381942
4.641333|-74.18563|32.0|24.0|PEDDLING|POLLITO CON PAPA|C633|2013.0|7.0|CHARBROILING|20.0|29.0|580.0|328.022066504|0.0|0.0|CBPC|0.0562088381942
4.587674|-74.167123|26.0|26.0|RESTAURANT|POLLO ARDIENTE ESQUINA|C634|2013.0|7.0|CHARBROILING|20.0|35.0|700.0|0.0|0.0|516.747654721|CC|0.0562088381942
4.66907777778|-74.0799222222|35.0|36.0|MEAT CHARBROILING|POLLO ASADO AMERICANO|C635|2013.0|7.0|CHARBROILING|25.0|100.0|2500.0|0.0|0.0|1845.52733829|CC|0.0562088381942
4.656832|-74.070895|34.0|37.0|MEAT CHARBROILING|POLLO ASADO EL BRASON|C636|2011.0|7.0|CHARBROILING|12.0|20.0|240.0|0.0|0.0|177.170624476|CC|0.0562088381942
4.618704|-74.205977|30.0|22.0|PEDDLING|POLLO ASADO EL SASON|C637|2011.0|7.0|CHARBROILING|15.0|45.0|675.0|381.749818777|0.0|0.0|CBPC|0.0562088381942
4.66955277778|-74.0808444444|35.0|36.0|RESTAURANT|POLLO ASADO TROPICAL Y BROASTER|C638|2013.0|7.0|CHARBROILING|25.0|110.0|2750.0|0.0|0.0|2030.08007212|CC|0.0562088381942
4.64535402169|-74.0733202113|33.0|37.0|MEAT CHARBROILING|POLLO BRUJO|C639|2011.0|7.0|CHARBROILING  WOOD|||1596.31944444|0.0|0.0|0.0|CW|0.0562088381942
4.672499|-74.126056|36.0|31.0|MEAT CHARBROILING|AREPAS Y CHORIZOS|C64|2011.0|7.0|CHARBROILING|17.0|20.0|340.0|0.0|133.585877205|0.0|CBP|0.0562088381942
4.61857777778|-74.1363527778|30.0|30.0|PEDDLING|POLLO CHEPELIN|C640|2011.0|7.0|CHARBROILING|22.0|30.0|660.0|373.266489471|0.0|0.0|CBPC|0.0562088381942
4.598247|-74.180187|27.0|25.0|RESTAURANT|POLLO LISTO|C641|2011.0|7.0|CHARBROILING|20.0|8.0|160.0|0.0|0.0|118.11374965|CC|0.0562088381942
4.7324383044|-74.0865031918|42.0|35.0|RESTAURANT|POLLO MANIA FM|C642|2009.0|7.0|CHARBROILING|||960.0|0.0|0.0|0.0|C|0.0562088381942
4.618269|-74.188783|30.0|24.0|MEAT CHARBROILING|POLLO RICO|C643|2011.0|7.0|CHARBROILING|20.0|25.0|500.0|0.0|0.0|369.105467658|CC|0.0562088381942
4.5792790378|-74.0866674103|25.0|35.0|MEAT CHARBROILING|POLLO Y BRASAS DE LA 11 SUR|C644|2011.0|7.0|CHARBROILING|25.0|120.0|3000.0|0.0|0.0|2214.63280595|CC|0.0562088381942
4.612611|-74.141707|29.0|29.0|MEAT CHARBROILING|POLLO Y PARRILLA|C645|2012.0|7.0|CHARBROILING|20.0|30.0|600.0|0.0|0.0|442.926561189|CC|0.0562088381942
4.61737899414|-74.121572811|30.0|31.0|RESTAURANT|POLLOS GALAN|C646|2011.0|7.0|CHARBROILING|20.0|28.0|560.0|0.0|0.0|413.398123777|CC|0.0562088381942
4.752761|-74.088193|45.0|35.0|RESTAURANT|POLLOS PILLOS DE PINARES|C647|2010.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.580128|-74.086029|25.0|35.0|RESTAURANT|POLLOS Y BRASAS DE LA 11 SUR|C648|2009.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.57024058591|-74.0937976588|24.0|35.0|RESTAURANT|POLLOS Y CHISPAS|C649|2011.0|7.0|CHARBROILING|15.0|13.0|195.0|0.0|0.0|143.951132387|CC|0.0562088381942
4.66900563236|-74.0804470411|35.0|36.0|MEAT CHARBROILING|AREPAS YOLI|C65|2013.0|7.0|CHARBROILING|20.0|40.0|800.0|0.0|0.0|0.0|C|0.0562088381942
4.6413694695|-74.0646185641|32.0|38.0|RESTAURANT|POLLOS Y PLATOS A LA CARTA - MIKE POLLOS|C650|2012.0|7.0|CHARBROILING  WOOD|||1596.31944444|0.0|0.0|0.0|CW|0.0562088381942
4.65108888889|-74.1379361111|33.0|30.0|RESTAURANT|POLLOS Y SOPAS|C651|2013.0|7.0|CHARBROILING|25.0|100.0|2500.0|0.0|0.0|1845.52733829|CC|0.0562088381942
4.68563157425|-74.050581156|37.0|39.0|RESTAURANT|PORRAS TELLEZ RUBIELA – ASADERO CANDELA & SABOR|C652|2009.0|7.0|CHARBROILING|||150.0|0.0|0.0|0.0|C|0.0562088381942
4.60394039215|-74.0900541344|28.0|35.0|PEDDLING|PORTAL DEL LLANO|C653|2011.0|7.0|CHARBROILING|20.0|36.0|720.0|407.199806695|0.0|0.0|CBPC|0.0562088381942
4.58404490232|-74.1234823298|26.0|31.0|RESTAURANT|PORTON LLANERO|C654|2011.0|7.0|WOOD|1000.0|2.0|2000.0|0.0|0.0|0.0|W|0.0562088381942
4.74324967032|-74.1029013222|44.0|34.0|RESTAURANT|PPC GAITANA|C655|2013.0|7.0|CHARBROILING|20.0|20.0|400.0|0.0|0.0|0.0|C|0.0562088381942
4.60291111111|-74.1117638889|26.0|34.0|RESTAURANT|PPC S.A|C656|2011.0|7.0|CHARBROILING|20.0|50.0|1000.0|0.0|0.0|738.210935316|CC|0.0562088381942
4.6060110414|-74.0913091815|28.0|35.0|RESTAURANT|PPC S.A |C657|2011.0|7.0|CHARBROILING|20.0|35.0|700.0|0.0|0.0|516.747654721|CC|0.0562088381942
4.67625522484|-74.1419652433|36.0|29.0|PEDDLING|PPC S.A |C658|2011.0|7.0|CHARBROILING|25.0|40.0|1000.0|565.555287077|0.0|0.0|CBPC|0.0562088381942
4.58529166667|-74.1007333333|28.0|33.0|PEDDLING|PPC S.A |C659|2011.0|7.0|CHARBROILING|20.0|40.0|800.0|452.444229661|0.0|0.0|CBPC|0.0562088381942
4.660439|-74.063652|34.0|38.0|RESTAURANT|ARIPOLLO|C66|2010.0|7.0|CHARBROILING|||728.729691877|0.0|0.0|0.0|C|0.0562088381942
4.60752974533|-74.0927084258|28.0|35.0|MEAT CHARBROILING|PPC S.A |C660|2011.0|7.0|CHARBROILING|20.0|60.0|1200.0|0.0|0.0|885.853122379|CC|0.0562088381942
4.68395|-74.131816|37.0|30.0|MEAT CHARBROILING|PPC S.A.  POLLO, PIZZA, CARNE|C661|2008.0|7.0|CHARBROILING|||112.0|0.0|0.0|0.0|C|0.0562088381942
