ID,FUELTYPE,WORKEDDAYS,ROW,COL,LAT,LON,POLNAME,UNIT,E00h,E01h,E02h,E03h,E04h,E05h,E06h,E07h,E08h,E09h,E10h,E11h,E12h,E13h,E14h,E15h,E16h,E17h,E18h,E19h,E20h,E21h,E22h,E23h,E24h
C562,CHARBROILING,ALW,33,39,4.6517,-74.0545611111,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.10143376574,1.54105142821,0.700477921912,0.490334545339,0.210143376574,0.210143376574,0.700477921912,0.210143376574,0.210143376574,0.210143376574,0.210143376574,0.210143376574,0.0,0.0,0.0
C563,CHARBROILING,ALW,23,33,4.555199,-74.107463,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.338100334,66.9812735782,30.4460334447,21.3122234113,9.1338100334,9.1338100334,30.4460334447,9.1338100334,9.1338100334,9.1338100334,9.1338100334,9.1338100334,0.0,0.0,0.0
C249,CHARBROILING,ALW,28,35,4.6054803789,-74.0909372347,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1723491837,37.425252898,32.7470962857,23.3907830612,23.3907830612,93.5631322449,46.7815661225,37.425252898,37.425252898,32.7470962857,32.7470962857,0.0,0.0
C248,CHARBROILING,ALW,35,36,4.66842577464,-74.0797136427,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7240042808,76.7240042808,274.014301003,164.408580602,109.605720401,98.645148361,109.605720401,109.605720401,109.605720401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C566,CHARBROILING,ALW,39,35,4.698217,-74.093819,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.60382337529,4.10947047521,1.8679411251,1.30755878757,0.560382337529,0.560382337529,1.8679411251,0.560382337529,0.560382337529,0.560382337529,0.560382337529,0.560382337529,0.0,0.0,0.0
C567,CHARBROILING,ALW,31,26,4.63409072147,-74.1698222292,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.999506941,101.932971757,46.3331689803,32.4332182862,13.8999506941,13.8999506941,46.3331689803,13.8999506941,13.8999506941,13.8999506941,13.8999506941,13.8999506941,0.0,0.0,0.0
C564,CHARBROILING,ALW,33,39,4.6517,-74.0545611111,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08210285641,2.26020876137,1.0273676188,0.719157333162,0.308210285641,0.308210285641,1.0273676188,0.308210285641,0.308210285641,0.308210285641,0.308210285641,0.308210285641,0.0,0.0,0.0
C565,CHARBROILING,ALW,22,33,4.54901388889,-74.1091,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00478437561,2.20350854212,1.00159479187,0.70111635431,0.300478437561,0.300478437561,1.00159479187,0.300478437561,0.300478437561,0.300478437561,0.300478437561,0.300478437561,0.0,0.0,0.0
C243,CHARBROILING,ALW,43,42,4.73726407239,-74.0232968736,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6846115928,27.6846115928,98.8736128315,59.3241676989,39.5494451326,35.5945006193,39.5494451326,39.5494451326,39.5494451326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C242,CHARBROILING,ALW,33,29,4.64459166667,-74.1478833333,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.6292618877,28.0689396734,24.5603222142,17.5430872959,17.5430872959,70.1723491836,35.0861745918,28.0689396734,28.0689396734,24.5603222142,24.5603222142,0.0,0.0
C241,CHARBROILING,ALW,28,31,4.60476388889,-74.1292583333,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4556430741,49.4674715877,22.485214358,15.7396500506,6.74556430741,6.74556430741,22.485214358,6.74556430741,6.74556430741,6.74556430741,6.74556430741,6.74556430741,0.0,0.0,0.0
C240,CHARBROILING,ALW,46,39,4.765185,-74.050677,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51987434971,2.51987434971,8.99955124897,5.39973074938,3.59982049959,3.23983844963,3.59982049959,3.59982049959,3.59982049959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C247,CHARBROILING,ALW,27,36,4.59470833333,-74.080375,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6175455465,28.6175455465,102.205519809,61.3233118853,40.8822079236,36.7939871312,40.8822079236,40.8822079236,40.8822079236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C246,WOOD,ALW,25,34,4.57897,-74.100491,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07780239642,6.07780239642,21.7064371301,13.023862278,8.68257485203,7.81431736682,8.68257485203,8.68257485203,8.68257485203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C245,CHARBROILING,ALW,23,29,4.56237230738,-74.1398613854,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.00797395936,3.67251423687,1.66932465312,1.16852725718,0.500797395936,0.500797395936,1.66932465312,0.500797395936,0.500797395936,0.500797395936,0.500797395936,0.500797395936,0.0,0.0,0.0
C244,CHARBROILING,ALW,30,28,4.61711111111,-74.153775,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.308279714,112.42607179,51.1027599047,35.7719319333,15.3308279714,15.3308279714,51.1027599047,15.3308279714,15.3308279714,15.3308279714,15.3308279714,15.3308279714,0.0,0.0,0.0
C809,CHARBROILING,ALW,29,37,4.61116932885,-74.0758969555,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.528831695,119.921143243,54.5096105649,38.1567273955,16.3528831695,16.3528831695,54.5096105649,16.3528831695,16.3528831695,16.3528831695,16.3528831695,16.3528831695,0.0,0.0,0.0
C808,CHARBROILING,ALW,19,32,4.52370994142,-74.1191972402,PM10,g/h,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7994614988,7.9196050991,3.59982049959,2.51987434971,1.07994614988,1.07994614988,3.59982049959,1.07994614988,1.07994614988,1.07994614988,1.07994614988,1.07994614988,0.0,0.0,0.0
